start_node,end_node,start_lon_deg,start_lat_deg,end_lon_deg,end_lat_deg,start_ground_elev_m,end_ground_elev_m,horizontal_distance_m,max_terrain_elev_m,max_terrain_lon_deg,max_terrain_lat_deg,cruise_altitude_m,start_work_altitude_m,end_work_altitude_m,climb_height_m,descent_height_m
S001,S015,109.2432319,23.0335927,109.1923786,23.0494548,154.0,444.5,5500.07917347659,547.315185546875,109.20318765479675,23.04608493441318,597.315185546875,184.0,474.5,413.315185546875,122.815185546875
S002,O01,109.2585519,23.0703271,109.2308517,23.0085095,189.5,127.7,7411.310455084183,258.9542541503906,109.25418534160967,23.060586498998052,308.9542541503906,219.5,127.7,89.45425415039062,181.25425415039064
S002,S001,109.2585519,23.0703271,109.2432319,23.0335927,189.5,154.0,4360.597539148686,259.2448425292969,109.25449734542278,23.06060716207342,309.2448425292969,219.5,184.0,89.74484252929688,125.24484252929688
S002,S003,109.2585519,23.0703271,109.1688578,23.0402714,189.5,308.5,9776.0070147188,571.1314086914062,109.20393280587244,23.05203238542772,621.1314086914062,219.5,338.5,401.63140869140625,282.63140869140625
S002,S004,109.2585519,23.0703271,109.2381714,23.0778414,189.5,198.3,2248.0176981866334,283.658203125,109.24917715123708,23.07378400538639,333.658203125,219.5,228.3,114.158203125,105.35820312499999
S002,S005,109.2585519,23.0703271,109.2283003,23.0561338,189.5,165.0,3475.746984096525,356.79864501953125,109.23729688017313,23.06035569074236,406.79864501953125,219.5,195.0,187.29864501953125,211.79864501953125
S002,S006,109.2585519,23.0703271,109.1997836,23.007714,189.5,284.8,9184.869515085078,344.2987060546875,109.20342508107969,23.011596048143044,394.2987060546875,219.5,314.8,174.7987060546875,79.49870605468749
S002,S007,109.2585519,23.0703271,109.1928191,23.0294186,189.5,318.5,8118.281841370918,424.7281799316406,109.20482268079876,23.036892871677175,474.7281799316406,219.5,348.5,255.22817993164062,126.22817993164062
S002,S008,109.2585519,23.0703271,109.2127472,23.0795113,189.5,240.9,4802.361653053604,331.8424987792969,109.23144083506125,23.07576483595982,381.8424987792969,219.5,270.9,162.34249877929688,110.9424987792969
S002,S009,109.2585519,23.0703271,109.2541424,23.0552989,189.5,200.0,1724.5471958647918,278.2866516113281,109.25678798248262,23.064315838189454,328.2866516113281,219.5,230.0,108.78665161132812,98.28665161132812
S002,S010,109.2585519,23.0703271,109.2760168,23.0194009,189.5,321.6,5917.036166062372,441.85394287109375,109.27464661162459,23.023397721305518,491.85394287109375,219.5,351.6,272.35394287109375,140.25394287109373
S002,S011,109.2585519,23.0703271,109.2203356,23.0319231,189.5,182.1,5781.673943782255,311.78533935546875,109.246470829869,23.058190066776433,361.78533935546875,219.5,212.1,142.28533935546875,149.68533935546876
S002,S012,109.2585519,23.0703271,109.2831357,23.054464,189.5,249.8,3071.2755268940637,358.1782531738281,109.27210368303479,23.061583526606988,408.1782531738281,219.5,279.8,188.67825317382812,128.3782531738281
S002,S013,109.2585519,23.0703271,109.2713839,23.0310882,189.5,321.7,4540.13286339447,327.2103271484375,109.26998671618253,23.03536180352086,377.2103271484375,219.5,351.7,157.7103271484375,25.51032714843751
S002,S014,109.2585519,23.0703271,109.2835966,23.0052097,189.5,321.0,7654.630751146548,456.09967041015625,109.2806571773253,23.01285581176083,506.09967041015625,219.5,351.0,286.59967041015625,155.09967041015625
S002,S015,109.2585519,23.0703271,109.1923786,23.0494548,189.5,444.5,7164.390108585168,593.7526245117188,109.20206797514258,23.05251314741804,643.7526245117188,219.5,474.5,424.25262451171875,169.25262451171875
S003,O01,109.1688578,23.0402714,109.2308517,23.0085095,308.5,127.7,7263.1792565565,511.80413818359375,109.20222307508706,23.023181947116594,561.8041381835938,338.5,127.7,223.30413818359375,434.10413818359376
S003,S001,109.1688578,23.0402714,109.2432319,23.0335927,308.5,154.0,7658.743084974101,505.94439697265625,109.18879834621653,23.03848425992782,555.9443969726562,338.5,184.0,217.44439697265625,371.94439697265625
S003,S002,109.1688578,23.0402714,109.2585519,23.0703271,308.5,189.5,9776.0070147188,571.1314086914062,109.203795244933,23.051986279145336,621.1314086914062,338.5,219.5,282.63140869140625,401.63140869140625
S003,S004,109.1688578,23.0402714,109.2381714,23.0778414,308.5,198.3,8231.97829525179,674.2682495117188,109.19940659393139,23.05683607825374,724.2682495117188,338.5,228.3,385.76824951171875,495.96824951171874
S003,S005,109.1688578,23.0402714,109.2283003,23.0561338,308.5,165.0,6340.2474614063,533.8880615234375,109.20483079376488,23.04987401267095,583.8880615234375,338.5,195.0,245.3880615234375,388.8880615234375
S003,S006,109.1688578,23.0402714,109.1997836,23.007714,308.5,284.8,4800.944759246192,612.3626708984375,109.1875499342955,23.020595703519408,662.3626708984375,338.5,314.8,323.8626708984375,347.5626708984375
S003,S007,109.1688578,23.0402714,109.1928191,23.0294186,308.5,318.5,2734.2616228002607,360.6993408203125,109.17880940693772,23.03576466864905,410.6993408203125,338.5,348.5,72.1993408203125,62.1993408203125
S003,S008,109.1688578,23.0402714,109.2127472,23.0795113,308.5,240.9,6254.068544603746,746.0787353515625,109.19495682228502,23.06360981105535,796.0787353515625,338.5,270.9,457.5787353515625,525.1787353515625
S003,S009,109.1688578,23.0402714,109.2541424,23.0552989,308.5,200.0,8897.537411915897,544.588134765625,109.20273965109179,23.046247431738465,594.588134765625,338.5,230.0,256.088134765625,364.588134765625
S003,S010,109.1688578,23.0402714,109.2760168,23.0194009,308.5,321.6,11224.341531884298,466.96417236328125,109.18774535886705,23.036598560187908,516.9641723632812,338.5,351.6,178.46417236328125,165.36417236328123
S003,S011,109.1688578,23.0402714,109.2203356,23.0319231,308.5,182.1,5356.618098230948,485.42230224609375,109.18798297449544,23.03717189316965,535.4223022460938,338.5,212.1,196.92230224609375,323.3223022460937
S003,S012,109.1688578,23.0402714,109.2831357,23.054464,308.5,249.8,11816.962386105222,544.5889282226562,109.20264559804643,23.044476543789145,594.5889282226562,338.5,279.8,256.08892822265625,314.78892822265624
S003,S013,109.1688578,23.0402714,109.2713839,23.0310882,308.5,321.7,10557.567201469448,505.94439697265625,109.18881070025601,23.038489536364903,555.9443969726562,338.5,351.7,217.44439697265625,204.24439697265626
S003,S014,109.1688578,23.0402714,109.2835966,23.0052097,308.5,321.0,12385.714579095842,542.7295532226562,109.27693059384198,23.007249463630416,592.7295532226562,338.5,351.0,254.22955322265625,241.72955322265625
S003,S015,109.1688578,23.0402714,109.1923786,23.0494548,308.5,444.5,2616.366900890517,437.5785217285156,109.19210977284055,23.049349866679023,487.5785217285156,338.5,474.5,149.07852172851562,13.078521728515625
S004,O01,109.2381714,23.0778414,109.2308517,23.0085095,198.3,127.7,7714.6964491171675,348.2391662597656,109.23646516906365,23.06168647875339,398.2391662597656,228.3,127.7,169.9391662597656,270.53916625976564
S004,S001,109.2381714,23.0778414,109.2432319,23.0335927,198.3,154.0,4927.678447010787,358.7777404785156,109.24029444412731,23.059281204881056,408.7777404785156,228.3,184.0,180.4777404785156,224.77774047851562
S004,S002,109.2381714,23.0778414,109.2585519,23.0703271,198.3,189.5,2248.0176981866334,283.658203125,109.24904128179067,23.073834101364426,333.658203125,228.3,219.5,105.35820312499999,114.158203125
S004,S003,109.2381714,23.0778414,109.1688578,23.0402714,198.3,308.5,8231.97829525179,674.2682495117188,109.19953284412246,23.0569045150201,724.2682495117188,228.3,338.5,495.96824951171874,385.76824951171875
S004,S005,109.2381714,23.0778414,109.2283003,23.0561338,198.3,165.0,2608.141553464183,313.630615234375,109.23300853310118,23.066488659050947,363.630615234375,228.3,195.0,135.330615234375,168.630615234375
S004,S006,109.2381714,23.0778414,109.1997836,23.007714,198.3,284.8,8705.954300600253,375.2806396484375,109.20480280961223,23.016887856250285,425.2806396484375,228.3,314.8,196.9806396484375,110.48063964843749
S004,S007,109.2381714,23.0778414,109.1928191,23.0294186,198.3,318.5,7096.41861080046,543.2369995117188,109.20286269927317,23.04014631652715,593.2369995117188,228.3,348.5,364.93699951171874,244.73699951171875
S004,S008,109.2381714,23.0778414,109.2127472,23.0795113,198.3,240.9,2611.596348032859,336.83349609375,109.22945460217086,23.0784143981131,386.83349609375,228.3,270.9,158.53349609375,115.93349609375002
S004,S009,109.2381714,23.0778414,109.2541424,23.0552989,198.3,200.0,2985.089052620417,275.2157897949219,109.24048752491183,23.074572841545674,325.2157897949219,228.3,230.0,96.91578979492186,95.21578979492188
S004,S010,109.2381714,23.0778414,109.2760168,23.0194009,198.3,321.6,7545.204777267781,432.957275390625,109.27353982613892,23.023227651464584,482.957275390625,228.3,351.6,254.657275390625,131.35727539062498
S004,S011,109.2381714,23.0778414,109.2203356,23.0319231,198.3,182.1,5403.734548085296,311.138916015625,109.233427180659,23.06563066178915,361.138916015625,228.3,212.1,132.838916015625,149.038916015625
S004,S012,109.2381714,23.0778414,109.2831357,23.054464,198.3,249.8,5285.127317623106,312.0069580078125,109.27154582273977,23.06049169884171,362.0069580078125,228.3,279.8,133.7069580078125,82.20695800781249
S004,S013,109.2381714,23.0778414,109.2713839,23.0310882,198.3,321.7,6196.225149188076,322.2989807128906,109.26849676673665,23.035153983467513,372.2989807128906,228.3,351.7,143.9989807128906,20.598980712890636
S004,S014,109.2381714,23.0778414,109.2835966,23.0052097,198.3,321.0,9293.779822341314,502.7727966308594,109.27934920965086,23.012004859403632,552.7727966308594,228.3,351.0,324.47279663085936,201.77279663085938
S004,S015,109.2381714,23.0778414,109.1923786,23.0494548,198.3,444.5,5648.280044723888,641.2510375976562,109.20100124015404,23.05480183911979,691.2510375976562,228.3,474.5,462.95103759765624,216.75103759765625
S005,O01,109.2283003,23.0561338,109.2308517,23.0085095,165.0,127.7,5280.606936873044,276.410888671875,109.22921843230243,23.03899988278437,326.410888671875,195.0,127.7,131.410888671875,198.710888671875
S005,S001,109.2283003,23.0561338,109.2432319,23.0335927,165.0,154.0,2928.040272387301,266.13800048828125,109.23523344660167,23.045668472586453,316.13800048828125,195.0,184.0,121.13800048828125,132.13800048828125
S005,S002,109.2283003,23.0561338,109.2585519,23.0703271,165.0,189.5,3475.746984096525,356.79864501953125,109.2371664909456,23.060294507592538,406.79864501953125,195.0,219.5,211.79864501953125,187.29864501953125
S005,S003,109.2283003,23.0561338,109.1688578,23.0402714,165.0,308.5,6340.2474614063,533.8880615234375,109.20483079376488,23.04987401267095,583.8880615234375,195.0,338.5,388.8880615234375,245.3880615234375
S005,S004,109.2283003,23.0561338,109.2381714,23.0778414,165.0,198.3,2608.141553464183,313.630615234375,109.23295180311318,23.066363902628403,363.630615234375,195.0,228.3,168.630615234375,135.330615234375
S005,S006,109.2283003,23.0561338,109.1997836,23.007714,165.0,284.8,6107.117973375198,358.161376953125,109.20509399066181,23.016733786341142,408.161376953125,195.0,314.8,213.161376953125,93.36137695312499
S005,S007,109.2283003,23.0561338,109.1928191,23.0294186,165.0,318.5,4687.969221971704,457.0865478515625,109.20698722998824,23.040088574954353,507.0865478515625,195.0,348.5,312.0865478515625,158.5865478515625
S005,S008,109.2283003,23.0561338,109.2127472,23.0795113,165.0,240.9,3040.170436044966,316.78717041015625,109.21435639065567,23.07709301213226,366.78717041015625,195.0,270.9,171.78717041015625,95.88717041015627
S005,S009,109.2283003,23.0561338,109.2541424,23.0552989,165.0,200.0,2649.9225367927993,313.5632019042969,109.24027238595166,23.055747535330415,363.5632019042969,195.0,230.0,168.56320190429688,133.56320190429688
S005,S010,109.2283003,23.0561338,109.2760168,23.0194009,165.0,321.6,6361.357075639463,416.15325927734375,109.27107793905769,23.02320451113784,466.15325927734375,195.0,351.6,271.15325927734375,114.55325927734373
S005,S011,109.2283003,23.0561338,109.2203356,23.0319231,165.0,182.1,2802.712805304408,297.5489196777344,109.2230185766685,23.04007969906085,347.5489196777344,195.0,212.1,152.54891967773438,135.44891967773438
S005,S012,109.2283003,23.0561338,109.2831357,23.054464,165.0,249.8,5622.613282747788,313.5632019042969,109.2401448608073,23.055774733603428,363.5632019042969,195.0,279.8,168.56320190429688,83.76320190429686
S005,S013,109.2283003,23.0561338,109.2713839,23.0310882,165.0,321.7,5214.490976768669,324.4444580078125,109.27113633861144,23.031232173977546,374.4444580078125,195.0,351.7,179.4444580078125,22.74445800781251
S005,S014,109.2283003,23.0561338,109.2835966,23.0052097,165.0,321.0,7995.561184763025,552.8875122070312,109.27852432559884,23.009883329200967,602.8875122070312,195.0,351.0,407.88751220703125,251.88751220703125
S005,S015,109.2283003,23.0561338,109.1923786,23.0494548,165.0,444.5,3754.922176202237,568.6133422851562,109.20425669824716,23.051664297352936,618.6133422851562,195.0,474.5,423.61334228515625,144.11334228515625
S006,O01,109.1997836,23.007714,109.2308517,23.0085095,284.8,127.7,3186.208178413656,316.09783935546875,109.2032842127586,23.007803938514453,366.09783935546875,314.8,127.7,51.29783935546874,238.39783935546876
S006,S001,109.1997836,23.007714,109.2432319,23.0335927,284.8,154.0,5296.16785679757,343.9356384277344,109.20407859730615,23.010273163463026,393.9356384277344,314.8,184.0,79.13563842773436,209.93563842773438
S006,S002,109.1997836,23.007714,109.2585519,23.0703271,284.8,189.5,9184.869515085078,344.2987060546875,109.20342508107969,23.01159604814305,394.2987060546875,314.8,219.5,79.49870605468749,174.7987060546875
S006,S003,109.1997836,23.007714,109.1688578,23.0402714,284.8,308.5,4800.944759246192,612.3626708984375,109.1875499342955,23.02059570351941,662.3626708984375,314.8,338.5,347.5626708984375,323.8626708984375
S006,S004,109.1997836,23.007714,109.2381714,23.0778414,284.8,198.3,8705.954300600253,375.2806396484375,109.20480280961223,23.016887856250293,425.2806396484375,314.8,228.3,110.48063964843749,196.9806396484375
S006,S005,109.1997836,23.007714,109.2283003,23.0561338,284.8,165.0,6107.117973375198,358.161376953125,109.20502411251577,23.01661510616507,408.161376953125,314.8,195.0,93.36137695312499,213.161376953125
S006,S007,109.1997836,23.007714,109.1928191,23.0294186,284.8,318.5,2507.441750771155,540.361328125,109.19489210086097,23.02295893586654,590.361328125,314.8,348.5,275.561328125,241.861328125
S006,S008,109.1997836,23.007714,109.2127472,23.0795113,284.8,240.9,8061.4072303585235,517.8421020507812,109.20132501858501,23.01625503253043,567.8421020507812,314.8,270.9,253.04210205078124,296.9421020507813
S006,S009,109.1997836,23.007714,109.2541424,23.0552989,284.8,200.0,7669.050273431071,341.0712890625,109.2039228693076,23.011339297906993,391.0712890625,314.8,230.0,76.27128906249999,161.0712890625
S006,S010,109.1997836,23.007714,109.2760168,23.0194009,284.8,321.6,7921.2893812418815,383.2227783203125,109.27126084776974,23.018672923629296,433.2227783203125,314.8,351.6,118.42277832031249,81.62277832031248
S006,S011,109.1997836,23.007714,109.2203356,23.0319231,284.8,182.1,3409.721332815337,350.46759033203125,109.20302816491109,23.01153667176391,400.46759033203125,314.8,212.1,85.66759033203124,188.36759033203126
S006,S012,109.1997836,23.007714,109.2831357,23.054464,284.8,249.8,9989.796041889353,385.3490295410156,109.27399670243382,23.049341907641363,435.3490295410156,314.8,279.8,120.54902954101561,155.5490295410156
S006,S013,109.1997836,23.007714,109.2713839,23.0310882,284.8,321.7,7782.691508979744,344.1709289550781,109.2473764250147,23.02325537985298,394.1709289550781,314.8,351.7,79.37092895507811,42.470928955078136
S006,S014,109.1997836,23.007714,109.2835966,23.0052097,284.8,321.0,8596.786771800726,556.662109375,109.27687999303981,23.005412027993923,606.662109375,314.8,351.0,291.862109375,255.662109375
S006,S015,109.1997836,23.007714,109.1923786,23.0494548,284.8,444.5,4684.4608460689415,601.2601318359375,109.19713441140155,23.022650070204236,651.2601318359375,314.8,474.5,336.4601318359375,176.7601318359375
S007,O01,109.1928191,23.0294186,109.2308517,23.0085095,318.5,127.7,4534.460566816074,451.8304748535156,109.20223420207303,23.024243936423225,501.8304748535156,348.5,127.7,153.33047485351562,374.13047485351564
S007,S001,109.1928191,23.0294186,109.2432319,23.0335927,318.5,154.0,5187.883229802976,389.17535400390625,109.20680615515957,23.0305783419771,439.17535400390625,348.5,184.0,90.67535400390625,255.17535400390625
S007,S002,109.1928191,23.0294186,109.2585519,23.0703271,318.5,189.5,8118.281841370918,424.7281799316406,109.20470142588849,23.036817378571968,474.7281799316406,348.5,219.5,126.22817993164062,255.22817993164062
S007,S003,109.1928191,23.0294186,109.1688578,23.0402714,318.5,308.5,2734.2616228002607,360.6993408203125,109.17894034472195,23.035705365362613,410.6993408203125,348.5,338.5,62.1993408203125,72.1993408203125
S007,S004,109.1928191,23.0294186,109.2381714,23.0778414,318.5,198.3,7096.41861080046,543.2369995117188,109.20286269927317,23.040146316527142,593.2369995117188,348.5,228.3,244.73699951171875,364.93699951171874
S007,S005,109.1928191,23.0294186,109.2283003,23.0561338,318.5,165.0,4687.969221971704,457.0865478515625,109.206873876095,23.040003220246874,507.0865478515625,348.5,195.0,158.5865478515625,312.0865478515625
S007,S006,109.1928191,23.0294186,109.1997836,23.007714,318.5,284.8,2507.441750771155,540.361328125,109.19489210086098,23.02295893586654,590.361328125,348.5,314.8,241.861328125,275.561328125
S007,S008,109.1928191,23.0294186,109.2127472,23.0795113,318.5,240.9,5911.482676796894,604.4702758789062,109.20210022846035,23.052753272976304,654.4702758789062,348.5,270.9,305.97027587890625,383.5702758789063
S007,S009,109.1928191,23.0294186,109.2541424,23.0552989,318.5,200.0,6907.712077058184,418.3708190917969,109.20505528430681,23.03458533747038,468.3708190917969,348.5,230.0,119.87081909179688,238.37081909179688
S007,S010,109.1928191,23.0294186,109.2760168,23.0194009,318.5,321.6,8599.961836810531,386.94964599609375,109.20166125094913,23.028356078946402,436.94964599609375,348.5,351.6,88.44964599609375,85.34964599609373
S007,S011,109.1928191,23.0294186,109.2203356,23.0319231,318.5,182.1,2834.028476552707,387.9908752441406,109.20737796803814,23.03074432848239,437.9908752441406,348.5,212.1,89.49087524414062,225.89087524414063
S007,S012,109.1928191,23.0294186,109.2831357,23.054464,318.5,249.8,9663.23804387767,407.66363525390625,109.20555941856222,23.03295526593083,457.66363525390625,348.5,279.8,109.16363525390625,177.86363525390624
S007,S013,109.1928191,23.0294186,109.2713839,23.0310882,318.5,321.7,8054.988669632028,382.5381164550781,109.20554734369806,23.029691741768705,432.5381164550781,348.5,351.7,84.03811645507812,80.83811645507814
S007,S014,109.1928191,23.0294186,109.2835966,23.0052097,318.5,321.0,9684.060958724096,530.8557739257812,109.27685263712763,23.00701029611288,580.8557739257812,348.5,351.0,232.35577392578125,229.85577392578125
S007,S015,109.1928191,23.0294186,109.1923786,23.0494548,318.5,444.5,2219.359431912627,452.918212890625,109.1925333851169,23.04241505997482,502.918212890625,348.5,474.5,154.418212890625,28.418212890625
S008,O01,109.2127472,23.0795113,109.2308517,23.0085095,240.9,127.7,8079.033112423187,322.9093322753906,109.21348653095218,23.07661332041866,372.9093322753906,270.9,127.7,102.00933227539065,245.20933227539064
S008,S001,109.2127472,23.0795113,109.2432319,23.0335927,240.9,154.0,5968.208405123096,316.78717041015625,109.21435620619964,23.077088612918512,366.78717041015625,270.9,184.0,95.88717041015627,182.78717041015625
S008,S002,109.2127472,23.0795113,109.2585519,23.0703271,240.9,189.5,4802.361653053604,331.8424987792969,109.23129813948012,23.07579344330642,381.8424987792969,270.9,219.5,110.9424987792969,162.34249877929688
S008,S003,109.2127472,23.0795113,109.1688578,23.0402714,240.9,308.5,6254.068544603746,746.0787353515625,109.19506207849345,23.063703908689806,796.0787353515625,270.9,338.5,525.1787353515625,457.5787353515625
S008,S004,109.2127472,23.0795113,109.2381714,23.0778414,240.9,198.3,2611.596348032859,336.83349609375,109.22930932158133,23.078423944006506,386.83349609375,270.9,228.3,115.93349609375002,158.53349609375
S008,S005,109.2127472,23.0795113,109.2283003,23.0561338,240.9,165.0,3040.170436044966,316.78717041015625,109.21435639065567,23.077093012132263,366.78717041015625,270.9,195.0,95.88717041015627,171.78717041015625
S008,S006,109.2127472,23.0795113,109.1997836,23.007714,240.9,284.8,8061.4072303585235,517.8421020507812,109.20137319104327,23.016521939406775,567.8421020507812,270.9,314.8,296.9421020507813,253.04210205078124
S008,S007,109.2127472,23.0795113,109.1928191,23.0294186,240.9,318.5,5911.482676796894,604.4702758789062,109.202150678113,23.052880090174924,654.4702758789062,270.9,348.5,383.5702758789063,305.97027587890625
S008,S009,109.2127472,23.0795113,109.2541424,23.0552989,240.9,200.0,5018.270497488953,333.9327697753906,109.23264345862528,23.067876255397582,383.9327697753906,270.9,230.0,113.03276977539065,153.93276977539062
S008,S010,109.2127472,23.0795113,109.2760168,23.0194009,240.9,321.6,9292.964894446673,419.0903015136719,109.27203859264534,23.02318279720541,469.0903015136719,270.9,351.6,198.1903015136719,117.49030151367185
S008,S011,109.2127472,23.0795113,109.2203356,23.0319231,240.9,182.1,5327.212076078428,362.91650390625,109.21664864495511,23.05504890765892,412.91650390625,270.9,212.1,142.01650390625002,200.81650390625
S008,S012,109.2127472,23.0795113,109.2831357,23.054464,240.9,249.8,7727.832257164754,309.1531982421875,109.22625399065933,23.074708150305593,359.1531982421875,270.9,279.8,88.25319824218752,79.35319824218749
S008,S013,109.2127472,23.0795113,109.2713839,23.0310882,240.9,321.7,8054.017465865163,336.37310791015625,109.23688395664136,23.059585654538296,386.37310791015625,270.9,351.7,115.47310791015627,34.67310791015626
S008,S014,109.2127472,23.0795113,109.2835966,23.0052097,240.9,321.0,10974.334854205863,542.4922485351562,109.27827591479846,23.010793596662495,592.4922485351562,270.9,351.0,321.5922485351563,241.49224853515625
S008,S015,109.2127472,23.0795113,109.1923786,23.0494548,240.9,444.5,3928.8940469076606,659.7728271484375,109.19898574216408,23.059206254726302,709.7728271484375,270.9,474.5,438.8728271484375,235.2728271484375
